Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats,Price,company
Volkswagen Passat Highline,Kolkata,2012,39273,Diesel,Automatic,First,14.3,1968,5,6.99,Volkswagen
Toyota Innova Crysta,Bangalore,2017,64798,Diesel,Manual,First,13.68,2393,7,18.75,Toyota
Ford Figo Diesel,Jaipur,2010,100002,Diesel,Manual,Third,20,1399,5,1.28,Ford
Chevrolet Aveo 1.4,Pune,2006,78000,Petrol,Manual,Third,14.49,1399,5,1.2,Chevrolet
Maruti Ritz LXi,Coimbatore,2013,57717,Petrol,Manual,First,18.5,1197,5,4.31,Maruti
Land Rover Freelander,Chennai,2011,109000,Diesel,Automatic,First,12.39,2179,5,16.5,Land
Hyundai Grand i10,Coimbatore,2017,74515,Petrol,Manual,First,18.9,1197,5,5.64,Hyundai
Ford Endeavour 3.2,Coimbatore,2017,50484,Diesel,Automatic,First,10.91,3198,7,31.12,Ford
Audi Q5 2008-2012,Kochi,2013,13452,Diesel,Automatic,First,12.8,1968,5,25.46,Audi
Hyundai Verna 1.6,Kochi,2017,37688,Petrol,Manual,First,17.01,1591,5,7.88,Hyundai
Mercedes-Benz E-Class 2015-2017,Chennai,2017,34000,Diesel,Automatic,First,13,2143,5,36,Mercedes-Benz
Mercedes-Benz M-Class ML,Pune,2014,120000,Diesel,Automatic,First,0,2987,5,30,Mercedes-Benz
Maruti Swift Dzire,Pune,2008,64000,Petrol,Manual,Second,17.5,1298,5,2.85,Maruti
Honda City 1.3,Delhi,2011,100000,Petrol,Manual,First,13,1343,5,3.5,Honda
Renault Duster 85PS,Jaipur,2014,75000,Diesel,Manual,First,20.46,1461,5,7.5,Renault
Mercedes-Benz New C-Class,Hyderabad,2012,86000,Diesel,Automatic,First,14.84,2143,5,19,Mercedes-Benz
BMW X5 xDrive,Hyderabad,2015,69000,Diesel,Automatic,First,15.97,2993,5,54,BMW
Hyundai Xcent 1.2,Kochi,2015,41721,Petrol,Manual,First,19.1,1197,5,4.7,Hyundai
Maruti Dzire AMT,Hyderabad,2017,13000,Petrol,Automatic,First,22,1197,5,8.5,Maruti
BMW 3 Series,Kolkata,2013,38998,Diesel,Automatic,First,16.07,1995,4,17,BMW
Maruti Alto 800,Kochi,2017,54250,Petrol,Manual,First,22.74,796,5,3.51,Maruti
Audi A4 2.0,Bangalore,2013,45979,Diesel,Automatic,Second,17.11,1968,5,19.5,Audi
Mini Cooper S,Pune,2012,37000,Petrol,Automatic,Second,13.6,1598,4,17,Mini
Audi Q7 3.0,Coimbatore,2015,46983,Diesel,Automatic,Second,12.07,2967,7,43.35,Audi
Chevrolet Beat Diesel,Bangalore,2012,40700,Diesel,Manual,First,25.44,936,5,2.65,Chevrolet
Maruti Wagon R,Kochi,2015,43828,Petrol,Manual,First,20.51,998,5,3.52,Maruti
Nissan Terrano XV,Kolkata,2016,53000,Diesel,Manual,First,19.01,1461,5,6.25,Nissan
BMW 3 Series,Ahmedabad,2015,100000,Diesel,Automatic,First,18.88,1995,5,24.75,BMW
Maruti Swift Dzire,Mumbai,2015,19000,Petrol,Manual,First,20.85,1197,5,5.25,Maruti
Skoda Yeti Elegance,Jaipur,2016,84000,Diesel,Manual,First,17.72,1968,5,11,Skoda
Ford EcoSport 1.5,Kochi,2018,37630,Petrol,Automatic,First,15.63,1499,5,9.1,Ford
Hyundai i20 1.2,Chennai,2010,67714,Petrol,Manual,First,18.5,1197,5,3.25,Hyundai
Maruti S Cross,Pune,2017,32000,Diesel,Manual,First,15,1248,5,8.5,Maruti
Hyundai Verna Transform,Pune,2010,51000,Petrol,Manual,First,16.2,1599,5,3.1,Hyundai
BMW 3 Series,Kochi,2015,58390,Diesel,Automatic,First,18.88,1995,5,19.86,BMW
Hyundai Grand i10,Kolkata,2017,14000,Diesel,Manual,First,24,1186,5,4.9,Hyundai
Honda City i-VTEC,Delhi,2014,55818,Petrol,Manual,Second,17.4,1497,5,5.7,Honda
Maruti Swift VDI,Kolkata,2012,52241,Diesel,Manual,First,25.2,1248,5,2.9,Maruti
Maruti Baleno Zeta,Coimbatore,2018,25433,Diesel,Manual,First,27.39,1248,5,7.83,Maruti
Tata Safari Storme,Kochi,2015,40611,Diesel,Manual,First,14,2179,7,8.15,Tata
Hyundai Accent GLS,Bangalore,2008,72000,Petrol,Manual,Second,13.2,1495,5,2,Hyundai
Maruti Swift LDI,Hyderabad,2016,54631,Diesel,Manual,First,25.2,1248,5,6.25,Maruti
Maruti Swift VDI,Bangalore,2007,60000,Diesel,Manual,Second,17.8,1248,5,3.4,Maruti
Tata Nano XTA,Coimbatore,2016,24941,Petrol,Automatic,First,21.9,624,4,3.19,Tata
Maruti Ertiga VDI,Ahmedabad,2017,63939,Diesel,Manual,First,25.47,1248,7,7.75,Maruti
Maruti Celerio VXI,Delhi,2014,35214,Petrol,Automatic,Second,23.1,998,5,3.2,Maruti
Maruti Swift VDI,Delhi,2015,63000,Diesel,Manual,First,25.2,1248,5,4.9,Maruti
Volkswagen Vento Petrol,Kochi,2012,121377,Petrol,Manual,First,15.04,1598,5,3.8,Volkswagen
Volkswagen Jetta 2007-2011,Chennai,2009,100970,Diesel,Automatic,First,15.5,1896,5,4,Volkswagen
Mini Cooper 5,Hyderabad,2014,60000,Diesel,Automatic,Second,20.7,1496,5,23.5,Mini
Tata Indica V2,Chennai,2008,77650,Diesel,Manual,First,17.2,1396,5,1.15,Tata
Hyundai Santro Xing,Hyderabad,2007,71297,Petrol,Manual,First,17,1086,5,2.2,Hyundai
Honda City i-VTEC,Bangalore,2015,18955,Petrol,Automatic,First,18,1497,5,10.65,Honda
Jaguar XF 2.2,Coimbatore,2016,47877,Diesel,Automatic,First,16.36,2179,5,35.68,Jaguar
Mercedes-Benz E-Class 2015-2017,Kochi,2017,43368,Diesel,Automatic,First,15,2143,5,31.94,Mercedes-Benz
Chevrolet Cruze LTZ,Chennai,2011,73000,Diesel,Manual,Third,18.3,1991,5,4.2,Chevrolet
Mahindra XUV500 W8,Ahmedabad,2015,72007,Diesel,Manual,First,15.1,2179,7,9.9,Mahindra
Mercedes-Benz New C-Class,Kochi,2014,56778,Petrol,Automatic,First,11.74,1796,5,15.46,Mercedes-Benz
Honda Jazz VX,Kochi,2018,20024,Petrol,Manual,First,18.2,1199,5,8.46,Honda
Toyota Etios G,Kolkata,2013,42103,Petrol,Manual,First,16.78,1496,5,3.25,Toyota
Maruti Alto LXi,Hyderabad,2012,67147,Petrol,Manual,First,19.7,796,5,2.6,Maruti
Maruti Swift VXI,Coimbatore,2016,37806,Petrol,Manual,First,20.4,1197,5,5.2,Maruti
Maruti A-Star Vxi,Pune,2009,85000,Petrol,Manual,Third,19,998,5,1.8,Maruti
Tata Nano Lx,Chennai,2011,35000,Petrol,Manual,First,25.4,624,4,1.6,Tata
Ford Figo Titanium,Kolkata,2015,72035,Diesel,Manual,First,25.5,1498,5,2.5,Ford
Fiat Linea Emotion,Jaipur,2011,48500,Petrol,Manual,First,16,1368,5,2.5,Fiat
Ford Figo Aspire,Coimbatore,2017,28854,Petrol,Manual,First,18.16,1196,5,6.7,Ford
Maruti Baleno LXI,Hyderabad,2005,92450,Petrol,Manual,First,15.4,1590,5,1.2,Maruti
BMW 3 Series,Coimbatore,2016,14351,Diesel,Automatic,First,18.88,1995,5,35.55,BMW
Chevrolet Cruze LTZ,Jaipur,2017,51087,Diesel,Manual,First,17.9,1998,5,7.75,Chevrolet
Mahindra Scorpio 2.6,Chennai,2005,50000,Diesel,Manual,First,12.7,2609,8,1.94,Mahindra
Tata Indica V2,Hyderabad,2016,73000,Diesel,Manual,First,25,1396,5,2.2,Tata
Chevrolet Cruze LTZ,Ahmedabad,2011,60000,Diesel,Automatic,First,18.1,1991,4,3.8,Chevrolet
Toyota Innova 2.5,Chennai,2016,50000,Diesel,Manual,First,12.8,2494,8,15.65,Toyota
Mercedes-Benz New C-Class,Coimbatore,2018,36797,Diesel,Automatic,First,19.27,2143,5,39.47,Mercedes-Benz
Maruti Ritz VXi,Kolkata,2011,50000,Petrol,Manual,Second,18.5,1197,5,1.5,Maruti
Toyota Innova 2.5,Ahmedabad,2013,94000,Diesel,Manual,First,12.8,2494,8,8.85,Toyota
Toyota Fortuner 4x4,Bangalore,2013,74000,Diesel,Manual,Second,12.55,2982,7,17.9,Toyota
Hyundai i10 Sportz,Coimbatore,2014,41016,Petrol,Automatic,Second,16.95,1197,5,5.08,Hyundai
Hyundai Verna 1.6,Bangalore,2012,67000,Diesel,Manual,First,22.32,1582,5,6.25,Hyundai
Audi Q3 2012-2015,Bangalore,2015,76927,Diesel,Automatic,First,15.73,1968,5,22.75,Audi
Chevrolet Beat LS,Kolkata,2010,17088,Petrol,Manual,First,18.6,1199,5,1.46,Chevrolet
Ford Fiesta 1.4,Pune,2007,112808,Diesel,Manual,Second,17.8,1399,5,2.05,Ford
Ford Figo Diesel,Coimbatore,2014,74980,Diesel,Manual,First,20,1399,5,4.08,Ford
Maruti Celerio VXI,Hyderabad,2014,44600,Petrol,Automatic,First,23.1,998,5,4.55,Maruti
Mercedes-Benz A Class,Mumbai,2013,37000,Diesel,Automatic,First,20,2143,5,14,Mercedes-Benz
Hyundai Creta 1.6,Ahmedabad,2016,21000,Petrol,Manual,First,15.8,1591,5,10.9,Hyundai
Maruti Wagon R,Bangalore,2010,81245,Petrol,Manual,First,18.9,998,5,2.45,Maruti
Mercedes-Benz E-Class 2009-2013,Delhi,2013,70000,Diesel,Automatic,First,10,2148,5,15.8,Mercedes-Benz
Ford EcoSport 1.5,Mumbai,2017,4018,Petrol,Manual,First,18.88,1499,5,8.25,Ford
Renault Koleos 2.0,Delhi,2013,70000,Diesel,Automatic,Second,13.73,1995,5,8.5,Renault
Mahindra XUV500 W10,Coimbatore,2016,56532,Diesel,Manual,First,16,2179,7,15.54,Mahindra
Maruti Omni E,Hyderabad,2013,26875,Petrol,Manual,First,16.8,796,8,2.35,Maruti
Maruti Wagon R,Coimbatore,2015,72599,Petrol,Manual,First,22.5,998,5,4.32,Maruti
Ford Endeavour XLT,Jaipur,2008,205000,Diesel,Manual,Second,13.1,2499,7,3.9,Ford
Hyundai Verna 1.6,Hyderabad,2011,98000,Diesel,Manual,Second,22.32,1582,5,5.2,Hyundai
Hyundai i20 Magna,Mumbai,2018,19500,Petrol,Manual,First,18.6,1197,5,5.85,Hyundai
Maruti Ertiga ZXI,Bangalore,2013,68000,Petrol,Manual,Second,16.02,1373,7,6.25,Maruti
Mahindra XUV500 W9,Coimbatore,2019,19654,Diesel,Automatic,First,14,2179,7,17.63,Mahindra
Maruti SX4 S,Mumbai,2017,26000,Diesel,Manual,First,23.65,1248,5,9.75,Maruti
Mercedes-Benz SLK-Class SLK,Bangalore,2015,10000,Petrol,Automatic,First,18.1,3498,2,55,Mercedes-Benz
Volkswagen Polo Diesel,Hyderabad,2011,75020,Diesel,Manual,First,22.07,1199,5,4.1,Volkswagen
Toyota Fortuner 4x4,Hyderabad,2011,157000,Diesel,Manual,First,12.55,2982,7,11.99,Toyota
Mahindra XUV500 W10,Kochi,2017,43773,Diesel,Manual,First,16,2179,7,13.54,Mahindra
Mercedes-Benz GLE 250d,Mumbai,2016,21000,Diesel,Automatic,First,17.9,2143,5,56,Mercedes-Benz
Honda Jazz 1.2,Chennai,2016,23280,Petrol,Manual,First,18.7,1199,5,6.5,Honda
Maruti Swift Dzire,Pune,2013,88000,Diesel,Manual,First,23.4,1248,5,4.75,Maruti
Hyundai Verna 1.6,Hyderabad,2014,67000,Petrol,Manual,First,17.01,1591,5,5.6,Hyundai
Ford Endeavour 3.2,Coimbatore,2017,59636,Diesel,Automatic,First,10.91,3198,7,29.2,Ford
Hyundai i20 1.2,Kolkata,2018,11000,Petrol,Manual,First,18.6,1197,5,6.35,Hyundai
Honda City 1.5,Mumbai,2013,60669,Petrol,Manual,First,16.8,1497,5,4.95,Honda
Honda Amaze VX,Hyderabad,2018,12000,Diesel,Manual,First,27.4,1498,5,8.5,Honda
Hyundai Verna 1.6,Kolkata,2013,35000,Petrol,Manual,First,17.1,1591,5,4.5,Hyundai
Honda Mobilio S,Chennai,2015,65000,Diesel,Manual,First,24.2,1498,7,5.5,Honda
Maruti Ertiga ZDI,Kochi,2013,39929,Diesel,Manual,First,20.77,1248,7,6.56,Maruti
Maruti Alto K10,Pune,2014,49000,Petrol,Manual,First,24.07,998,5,2.3,Maruti
Toyota Qualis FS,Pune,2004,77757,Diesel,Manual,Second,13.1,2446,10,3.5,Toyota
Hyundai i10 Sportz,Kochi,2016,21456,Petrol,Manual,First,20.36,1197,5,4.55,Hyundai
Skoda Laura 1.9,Bangalore,2009,74000,Diesel,Automatic,Second,17,1896,5,7.75,Skoda
Hyundai i20 Asta,Mumbai,2015,37000,Petrol,Manual,Second,18.6,1197,5,5.25,Hyundai
BMW 5 Series,Coimbatore,2013,108640,Diesel,Automatic,First,11.5,2993,5,23.29,BMW
BMW 3 Series,Mumbai,2016,38000,Diesel,Automatic,First,22.69,1995,5,23.99,BMW
Chevrolet Aveo 1.4,Pune,2010,80000,Petrol,Manual,First,14.49,1399,5,1.79,Chevrolet
Mercedes-Benz E-Class 2009-2013,Mumbai,2011,47000,Diesel,Automatic,Second,14.21,2143,5,13.9,Mercedes-Benz
Audi A6 2011-2015,Kolkata,2013,31000,Diesel,Automatic,First,17.68,1968,5,18.95,Audi
Maruti Wagon R,Kolkata,2014,40000,Petrol,Manual,First,20.51,998,5,2.49,Maruti
Renault KWID RXT,Jaipur,2016,4152,Petrol,Manual,First,25.17,799,5,3.15,Renault
Volkswagen Ameo 1.5,Mumbai,2017,51000,Diesel,Manual,First,21.66,1498,5,6.45,Volkswagen
Volkswagen Polo Diesel,Ahmedabad,2013,55000,Diesel,Manual,First,22.07,1199,5,4.25,Volkswagen
Maruti Alto 800,Hyderabad,2014,58500,Petrol,Manual,First,22.74,796,5,2.75,Maruti
Hyundai i20 Asta,Kochi,2017,58620,Petrol,Manual,First,18.6,1197,5,7.14,Hyundai
Toyota Etios Liva,Mumbai,2012,29605,Petrol,Manual,First,18.3,1197,5,2.44,Toyota
Hyundai i20 1.2,Jaipur,2012,71172,Petrol,Manual,Third,17,1197,5,3.5,Hyundai
Hyundai i20 1.4,Chennai,2017,12000,Diesel,Manual,First,22.54,1396,5,7.3,Hyundai
Maruti Wagon R,Kolkata,2014,25000,Petrol,Manual,First,20.51,998,5,2.75,Maruti
Hyundai i20 1.4,Bangalore,2017,43000,Diesel,Manual,Second,22.54,1396,5,8.2,Hyundai
Volkswagen Polo GT,Mumbai,2015,57022,Petrol,Automatic,First,17.21,1197,5,6.51,Volkswagen
Ford Figo Diesel,Pune,2015,92000,Diesel,Manual,First,20,1399,5,4.25,Ford
Maruti Swift ZXI,Coimbatore,2014,33372,Petrol,Manual,Second,18.6,1197,5,6.21,Maruti
Hyundai Grand i10,Kochi,2016,52625,Diesel,Manual,First,24,1120,5,4.58,Hyundai
Mahindra Xylo H4,Chennai,2016,215000,Diesel,Manual,First,14.02,2179,7,7.5,Mahindra
Maruti Alto Green,Delhi,2012,65537,CNG,Manual,First,26.83,796,5,2.1,Maruti
Hyundai i10 Magna,Coimbatore,2014,60138,Petrol,Manual,First,19.81,1086,5,4.09,Hyundai
Skoda Octavia Elegance,Mumbai,2014,84000,Diesel,Automatic,First,19.3,1968,5,10.75,Skoda
BMW X5 2014-2019,Mumbai,2014,47000,Diesel,Automatic,First,15.97,2993,7,41.5,BMW
Maruti Celerio VXI,Hyderabad,2014,33450,Petrol,Automatic,First,23.1,998,5,4.4,Maruti
Volkswagen Vento Diesel,Jaipur,2013,125000,Diesel,Manual,Second,20.54,1598,5,6.25,Volkswagen
BMW 3 Series,Pune,2011,99606,Diesel,Automatic,Second,16.07,1995,5,10.5,BMW
Maruti Ertiga ZDI,Mumbai,2014,64000,Diesel,Manual,First,20.77,1248,7,7.25,Maruti
Ford Figo Diesel,Hyderabad,2013,51000,Diesel,Manual,First,20,1399,5,3.2,Ford
Volkswagen Polo 1.2,Mumbai,2014,57000,Petrol,Manual,First,16.47,1198,5,3.95,Volkswagen
Audi A6 3.0,Coimbatore,2009,48040,Diesel,Automatic,Second,16.77,2967,5,12.07,Audi
Toyota Innova Crysta,Pune,2017,43200,Diesel,Manual,First,13.68,2393,7,18.6,Toyota
Hyundai Verna 1.6,Delhi,2013,66000,Diesel,Automatic,First,22.32,1582,5,5.7,Hyundai
Hyundai Santro Xing,Kolkata,2013,31000,Petrol,Manual,First,17.92,1086,5,1.75,Hyundai
Audi A4 2.0,Delhi,2011,46000,Diesel,Automatic,Second,16.55,1968,5,10.99,Audi
Audi A4 2.0,Kolkata,2012,47346,Diesel,Automatic,First,16.55,1968,5,14.5,Audi
Skoda Laura 1.9,Jaipur,2009,100000,Diesel,Manual,First,17,1896,5,3.11,Skoda
Honda CR-V 2.0L,Coimbatore,2015,63856,Petrol,Automatic,First,13.7,1997,5,13.96,Honda
Hyundai Verna 1.6,Coimbatore,2015,72996,Diesel,Manual,First,22.32,1582,5,7.11,Hyundai
Honda Mobilio RS,Chennai,2014,23000,Diesel,Manual,First,24.5,1498,7,6.9,Honda
Hyundai i20 1.2,Coimbatore,2018,15985,Petrol,Manual,First,18.6,1197,5,7.77,Hyundai
Toyota Innova 2.5,Kolkata,2011,98000,Diesel,Manual,Second,12.8,2494,8,5.5,Toyota
Hyundai i20 Magna,Hyderabad,2014,70089,Petrol,Manual,First,18.6,1197,5,5.35,Hyundai
Mahindra Bolero VLX,Chennai,2011,99000,Diesel,Manual,Second,13.6,2523,7,4.5,Mahindra
Volkswagen Vento 1.5,Jaipur,2014,72000,Diesel,Manual,First,20.34,1498,5,4.75,Volkswagen
Jaguar XF 2.2,Coimbatore,2015,44194,Diesel,Automatic,First,16.36,2179,5,32.8,Jaguar
Maruti Zen LXi,Mumbai,2005,102000,Petrol,Manual,First,17.3,993,5,0.7,Maruti
Mercedes-Benz E-Class Facelift,Coimbatore,2018,56652,Diesel,Automatic,First,13,2987,5,50.29,Mercedes-Benz
Toyota Fortuner 3.0,Mumbai,2010,41650,Diesel,Manual,Second,11.5,2982,7,10.99,Toyota
Hyundai Grand i10,Coimbatore,2015,61717,Petrol,Automatic,First,18.9,1197,5,5.57,Hyundai
Hyundai Xcent 1.2,Jaipur,2018,25302,Diesel,Manual,First,25.4,1186,5,5.9,Hyundai
Hyundai Creta 1.6,Coimbatore,2016,47016,Petrol,Manual,First,15.29,1591,5,9.43,Hyundai
Hyundai i10 Sportz,Bangalore,2010,69000,Petrol,Manual,First,20.36,1197,5,2.9,Hyundai
Honda Brio S,Delhi,2016,32700,Petrol,Manual,First,19.4,1198,5,3.68,Honda
Toyota Fortuner 4x2,Coimbatore,2015,101337,Diesel,Automatic,First,12.55,2982,7,21.67,Toyota
Audi A4 2.0,Ahmedabad,2011,59000,Diesel,Automatic,First,16.55,1968,5,12.5,Audi
Toyota Innova Crysta,Kochi,2018,41736,Diesel,Automatic,First,11.36,2755,7,19.92,Toyota
Honda City i,Jaipur,2014,71649,Diesel,Manual,First,25.1,1498,5,6.75,Honda
Honda City i,Kochi,2015,80606,Diesel,Manual,First,25.1,1498,5,6.96,Honda
Renault KWID 1.0,Jaipur,2017,63262,Petrol,Manual,First,21.7,999,5,3.25,Renault
Maruti Swift DDiS,Hyderabad,2018,5456,Diesel,Manual,First,28.4,1248,5,8.65,Maruti
Maruti Celerio VXI,Pune,2017,7500,Petrol,Automatic,First,23.1,998,5,5,Maruti
Mahindra XUV500 W8,Delhi,2011,66000,Diesel,Manual,First,15.1,2179,7,5.5,Mahindra
Hyundai i10 Magna,Jaipur,2010,66770,Petrol,Manual,Second,20.36,1197,5,2.6,Hyundai
Hyundai i10 Magna,Kochi,2014,58472,Petrol,Manual,First,19.81,1086,5,3.41,Hyundai
Maruti Dzire VXI,Kolkata,2011,46687,Petrol,Manual,First,22,1197,5,2.7,Maruti
Audi TT 40,Kolkata,2012,7000,Petrol,Automatic,First,14.33,1984,4,35,Audi
Mercedes-Benz New C-Class,Mumbai,2011,48000,Petrol,Automatic,Second,14.74,1991,5,9.75,Mercedes-Benz
Nissan Sunny 2011-2014,Mumbai,2013,47000,Diesel,Manual,First,21.64,1461,5,4.25,Nissan
Maruti Wagon R,Ahmedabad,2015,51530,Petrol,Manual,First,18.9,998,5,3.2,Maruti
Maruti Swift Dzire,Bangalore,2014,25789,Diesel,Manual,Second,23.4,1248,5,6.85,Maruti
Honda Amaze S,Delhi,2015,48000,Diesel,Manual,First,25.8,1498,5,4.5,Honda
Maruti Swift ZDI,Delhi,2012,52000,Diesel,Manual,First,28.4,1248,5,3.55,Maruti
Hyundai Accent Executive,Hyderabad,2010,95637,CNG,Manual,Second,13.2,1495,5,1.9,Hyundai
Mahindra Scorpio LX,Hyderabad,2008,131000,Diesel,Manual,First,10.5,2609,7,3.6,Mahindra
Mercedes-Benz E-Class E250,Kochi,2015,42076,Diesel,Automatic,First,13,2143,5,21.8,Mercedes-Benz
Toyota Fortuner 4x2,Mumbai,2012,76000,Diesel,Manual,Second,13,2982,7,13.5,Toyota
Datsun redi-GO T,Bangalore,2016,20487,Petrol,Manual,First,22.7,799,5,2.66,Datsun
Honda City V,Delhi,2010,43000,Petrol,Manual,Second,16.8,1497,5,3.75,Honda
Toyota Camry Hybrid,Pune,2018,17000,Petrol,Automatic,First,19.16,2494,5,32,Toyota
Honda City i,Coimbatore,2016,60805,Diesel,Manual,First,26,1498,5,8.07,Honda
Volkswagen Jetta 2012-2014,Kochi,2012,58775,Diesel,Manual,First,19.33,1968,5,5.64,Volkswagen
Audi A6 2011-2015,Hyderabad,2013,70181,Diesel,Automatic,First,17.68,1968,5,23.99,Audi
Maruti Ertiga VDI,Coimbatore,2016,85827,Diesel,Manual,First,20.77,1248,7,7.5,Maruti
Mercedes-Benz New C-Class,Jaipur,2016,58205,Diesel,Automatic,First,19.27,2143,5,27,Mercedes-Benz
Maruti Swift Dzire,Mumbai,2008,91000,Diesel,Manual,Second,19.3,1248,5,2.85,Maruti
Renault Duster 110PS,Pune,2012,74000,Diesel,Manual,First,19.01,1461,5,6.35,Renault
Maruti Ritz VDi,Hyderabad,2010,79324,Diesel,Manual,First,21.1,1248,5,3.3,Maruti
Maruti Swift Dzire,Bangalore,2013,38623,Petrol,Manual,First,19.1,1197,5,5,Maruti
Maruti Swift ZDi,Coimbatore,2014,59923,Diesel,Manual,First,22.9,1248,5,6.46,Maruti
Hyundai EON Sportz,Jaipur,2017,23360,Petrol,Manual,First,21.1,814,5,3.75,Hyundai
Maruti Zen VXI,Kochi,2003,61495,Petrol,Manual,Third,17.3,993,5,1.52,Maruti
Maruti Eeco 7,Coimbatore,2012,56661,Petrol,Manual,First,15.1,1196,7,3.61,Maruti
Audi Q5 30,Coimbatore,2017,40318,Diesel,Automatic,First,14.16,1968,5,43.74,Audi
Audi Q3 2.0,Chennai,2014,60000,Diesel,Automatic,First,15.73,1968,5,20,Audi
Smart Fortwo CDI,Pune,2008,103000,Diesel,Automatic,Second,0,799,2,3,Smart
Maruti Swift Dzire,Hyderabad,2010,130000,Diesel,Manual,First,19.3,1248,5,3.65,Maruti
Tata Sumo DX,Mumbai,2013,20000,Diesel,Manual,First,14.07,1978,10,5.25,Tata
BMW X5 2014-2019,Hyderabad,2016,76000,Diesel,Automatic,First,15.97,2993,7,58,BMW
Honda City i-VTEC,Mumbai,2015,30000,Petrol,Automatic,First,18,1497,5,8.65,Honda
Tata Indigo eCS,Delhi,2015,150000,Diesel,Manual,First,25,1396,5,2.5,Tata
Volkswagen Vento TSI,Chennai,2014,28000,Petrol,Automatic,First,16.93,1197,5,7.75,Volkswagen
Maruti Celerio VXI,Bangalore,2015,74000,Petrol,Manual,First,23.1,998,5,4.15,Maruti
Toyota Fortuner 3.0,Delhi,2011,75000,Diesel,Manual,First,11.5,2982,7,10.85,Toyota
Mitsubishi Outlander 2.4,Delhi,2010,76000,Petrol,Automatic,Second,11.3,2360,5,5.53,Mitsubishi
Volkswagen Jetta 2007-2011,Pune,2014,64889,Diesel,Automatic,First,15.5,1896,5,11.5,Volkswagen
Porsche Cayman 2009-2012,Hyderabad,2010,10000,Petrol,Manual,First,9,3436,2,40,Porsche
Hyundai Creta 1.6,Kolkata,2015,43000,Diesel,Manual,First,19.67,1582,5,9.25,Hyundai
Skoda Fabia 1.2,Pune,2011,47490,Petrol,Manual,First,17.5,1198,5,2.29,Skoda
Ford EcoSport 1.5,Chennai,2015,80000,Diesel,Manual,First,22.77,1498,5,7,Ford
